Plate Name,Multiplane,Batch,Percent Replicating,Percent Matching
BR00112197,No,Stain2,62.22222222222222,20.930232558139537
BR00112198,No,Stain2,61.111111111111114,20.930232558139537
BR00112199,Yes,Stain2,67.77777777777779,20.930232558139537
BR00115134,No,Stain3,55.55555555555556,20.930232558139537
BR00115134,Yes,Stain3,62.22222222222222,20.930232558139537
