70,71,72,73,74,75,76,77,70_featnum,71_featnum,72_featnum,73_featnum,74_featnum,75_featnum,76_featnum,77_featnum,Mean,Median,Standard deviation,Dropout,n_columns
0.6,0.5888888888888889,0.5666666666666667,0.5555555555555556,0.5222222222222223,0.5333333333333333,0.5111111111111111,0.5333333333333333,410.0,418.0,430.0,424.0,434.0,422.0,430.0,438.0,0.5513888888888888,0.5444444444444445,0.02988532609909724,Brightfield,5021.0
0.5555555555555556,0.5777777777777777,0.5333333333333333,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5444444444444444,381.0,389.0,397.0,385.0,400.0,398.0,397.0,409.0,0.5402777777777777,0.5444444444444444,0.020740534059816778,DNA,5021.0
0.6,0.5777777777777777,0.5444444444444444,0.5333333333333333,0.5222222222222223,0.5444444444444444,0.5111111111111111,0.5444444444444444,417.0,423.0,434.0,421.0,439.0,430.0,436.0,444.0,0.5472222222222222,0.5444444444444444,0.02707442873558045,ER,5021.0
0.5777777777777777,0.5777777777777777,0.5555555555555556,0.5444444444444444,0.5,0.5222222222222223,0.4888888888888889,0.5111111111111111,408.0,412.0,428.0,407.0,406.0,395.0,398.0,402.0,0.5347222222222222,0.5333333333333333,0.032125093072834364,Mito,5021.0
0.5777777777777777,0.5888888888888889,0.5555555555555556,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5444444444444444,408.0,410.0,428.0,413.0,439.0,434.0,436.0,447.0,0.5472222222222222,0.5444444444444444,0.025909386258580053,RNA,5021.0
0.5888888888888889,0.6,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,428.0,434.0,445.0,431.0,451.0,442.0,446.0,456.0,0.5472222222222222,0.5444444444444444,0.03030197809621033,K,5635.0
0.5777777777777777,0.5888888888888889,0.5444444444444444,0.5333333333333333,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,458.0,467.0,480.0,469.0,478.0,468.0,472.0,479.0,0.5416666666666666,0.5388888888888889,0.027074428735580455,Manders,5636.0
0.5888888888888889,0.5777777777777777,0.5444444444444444,0.5444444444444444,0.5222222222222223,0.5444444444444444,0.5111111111111111,0.5444444444444444,438.0,445.0,460.0,447.0,459.0,451.0,457.0,465.0,0.5472222222222222,0.5444444444444444,0.024056261216234408,Overlap,5720.0
0.6,0.5555555555555556,0.5666666666666667,0.5444444444444444,0.5333333333333333,0.5333333333333333,0.5111111111111111,0.5333333333333333,402.0,415.0,427.0,408.0,424.0,412.0,419.0,425.0,0.5472222222222222,0.5388888888888889,0.025306759942067502,RWC,5636.0
0.5888888888888889,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5444444444444444,402.0,411.0,424.0,410.0,422.0,412.0,413.0,420.0,0.5458333333333333,0.55,0.023854950051830116,Granularity,5420.0
0.5888888888888889,0.5666666666666667,0.5777777777777777,0.5555555555555556,0.5222222222222223,0.5333333333333333,0.5111111111111111,0.5555555555555556,442.0,449.0,468.0,449.0,459.0,451.0,460.0,465.0,0.5513888888888889,0.5555555555555556,0.02542084058017101,10,4532.0
0.5888888888888889,0.5555555555555556,0.5555555555555556,0.5444444444444444,0.5222222222222223,0.5444444444444444,0.5111111111111111,0.5222222222222223,457.0,463.0,477.0,464.0,478.0,470.0,471.0,483.0,0.5430555555555555,0.5444444444444444,0.02319901817845843,11,5780.0
0.6111111111111112,0.5777777777777777,0.5777777777777777,0.5555555555555556,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,458.0,465.0,478.0,467.0,479.0,470.0,472.0,484.0,0.5513888888888888,0.55,0.033764571614286726,12,5780.0
0.6,0.5777777777777777,0.5444444444444444,0.5555555555555556,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,457.0,464.0,477.0,465.0,478.0,469.0,471.0,483.0,0.5472222222222222,0.5444444444444444,0.028733556757746116,13,5780.0
0.6,0.5888888888888889,0.5444444444444444,0.5555555555555556,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,457.0,464.0,477.0,465.0,478.0,468.0,471.0,483.0,0.5472222222222222,0.5444444444444444,0.031303965748846245,14,5780.0
0.6,0.5555555555555556,0.5444444444444444,0.5555555555555556,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,457.0,464.0,477.0,465.0,477.0,469.0,471.0,483.0,0.5444444444444444,0.5444444444444444,0.026643508462848454,15,5780.0
0.5888888888888889,0.5777777777777777,0.5444444444444444,0.5444444444444444,0.5222222222222223,0.5444444444444444,0.5111111111111111,0.5333333333333333,457.0,464.0,477.0,465.0,478.0,468.0,471.0,483.0,0.5458333333333333,0.5444444444444444,0.024493322345206108,16,5780.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5222222222222223,0.5444444444444444,0.5111111111111111,0.5333333333333333,448.0,459.0,463.0,453.0,470.0,461.0,463.0,472.0,0.5444444444444444,0.5444444444444444,0.022906142364542567,Intensity,5300.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,454.0,463.0,473.0,462.0,480.0,469.0,470.0,483.0,0.5430555555555555,0.5444444444444444,0.024493322345206122,IntegratedIntensityEdge,5780.0
0.5888888888888889,0.5777777777777777,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,454.0,462.0,473.0,462.0,476.0,467.0,469.0,481.0,0.5430555555555555,0.5444444444444444,0.026895717681995952,IntegratedIntensity,5756.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,463.0,469.0,483.0,469.0,482.0,474.0,476.0,488.0,0.5416666666666666,0.5444444444444444,0.025306759942067505,LowerQuartileIntensity,5780.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,459.0,467.0,479.0,468.0,481.0,470.0,474.0,485.0,0.5430555555555555,0.5444444444444444,0.024493322345206122,MADIntensity,5780.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,460.0,465.0,478.0,467.0,478.0,469.0,473.0,485.0,0.5416666666666666,0.5444444444444444,0.025306759942067505,MassDisplacement,5780.0
0.5888888888888889,0.5666666666666667,0.5555555555555556,0.5555555555555556,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,461.0,467.0,480.0,468.0,480.0,470.0,472.0,486.0,0.5444444444444444,0.55,0.026057865332352402,MaxIntensityEdge,5780.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,462.0,468.0,481.0,469.0,481.0,471.0,472.0,486.0,0.5416666666666666,0.5444444444444444,0.025306759942067505,MaxIntensity,5684.0
0.5888888888888889,0.5777777777777777,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,461.0,467.0,481.0,468.0,480.0,471.0,474.0,485.0,0.5444444444444444,0.5444444444444444,0.026057865332352395,MeanIntensityEdge,5780.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5444444444444444,462.0,468.0,481.0,468.0,481.0,471.0,474.0,485.0,0.5444444444444444,0.5444444444444444,0.02421610524189265,MeanIntensity,5756.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,462.0,468.0,481.0,469.0,485.0,475.0,477.0,488.0,0.5416666666666666,0.5444444444444444,0.025306759942067505,MedianIntensity,5780.0
0.5888888888888889,0.5777777777777777,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,460.0,467.0,480.0,467.0,481.0,472.0,474.0,485.0,0.5444444444444444,0.5444444444444444,0.026057865332352395,MinIntensityEdge,5780.0
0.5888888888888889,0.5888888888888889,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,457.0,463.0,476.0,461.0,477.0,472.0,474.0,482.0,0.5458333333333333,0.5444444444444444,0.02801977916921115,MinIntensity,5756.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5555555555555556,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,461.0,466.0,479.0,469.0,483.0,469.0,473.0,487.0,0.5444444444444444,0.5444444444444444,0.024845199749997684,StdIntensityEdge,5780.0
0.6,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5444444444444444,461.0,466.0,479.0,469.0,482.0,470.0,472.0,486.0,0.5458333333333333,0.5444444444444444,0.02689571768199596,StdIntensity,5756.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5222222222222223,0.5444444444444444,0.5111111111111111,0.5222222222222223,460.0,467.0,480.0,467.0,481.0,472.0,475.0,485.0,0.5430555555555555,0.5444444444444444,0.023854950051830096,UpperQuartileIntensity,5780.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,460.0,467.0,480.0,467.0,480.0,471.0,474.0,485.0,0.5430555555555555,0.5444444444444444,0.024493322345206122,Location,5652.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5555555555555556,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5444444444444444,460.0,467.0,480.0,468.0,481.0,471.0,474.0,485.0,0.5458333333333333,0.5444444444444444,0.024493322345206126,CenterMassIntensity,5732.0
0.5888888888888889,0.5777777777777777,0.5444444444444444,0.5666666666666667,0.5222222222222223,0.5444444444444444,0.5222222222222223,0.5555555555555556,404.0,410.0,420.0,409.0,426.0,415.0,418.0,426.0,0.5527777777777778,0.55,0.022737091032979016,Z,5664.0
0.5888888888888889,0.5888888888888889,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,461.0,465.0,478.0,468.0,479.0,470.0,473.0,485.0,0.5444444444444444,0.5444444444444444,0.028867513459481305,Neighbors,5783.0
0.5777777777777777,0.5888888888888889,0.5444444444444444,0.5555555555555556,0.5222222222222223,0.5,0.5,0.4888888888888889,338.0,344.0,350.0,345.0,349.0,341.0,344.0,343.0,0.5347222222222222,0.5333333333333333,0.035328048172158066,Nuclei,3871.0
0.6,0.5666666666666667,0.5333333333333333,0.5555555555555556,0.5111111111111111,0.5222222222222223,0.5111111111111111,0.5,416.0,421.0,424.0,419.0,421.0,416.0,417.0,424.0,0.5375,0.5277777777777778,0.03188400078680277,RadialDistribution,5516.0
0.6222222222222222,0.5555555555555556,0.5333333333333333,0.5444444444444444,0.5222222222222223,0.5444444444444444,0.5222222222222223,0.5222222222222223,447.0,453.0,465.0,454.0,463.0,449.0,457.0,467.0,0.5458333333333334,0.5388888888888889,0.031149529850008056,FracAtD,5708.0
0.5888888888888889,0.5777777777777777,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5444444444444444,452.0,458.0,469.0,459.0,473.0,468.0,465.0,478.0,0.5458333333333333,0.5444444444444444,0.02572258219090575,1of4,5732.0
0.5888888888888889,0.5777777777777777,0.5444444444444444,0.5555555555555556,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,459.0,469.0,482.0,469.0,480.0,470.0,472.0,486.0,0.5458333333333333,0.5444444444444444,0.026315687946522812,2of4,5732.0
0.6,0.5777777777777777,0.5555555555555556,0.5444444444444444,0.5222222222222223,0.5444444444444444,0.5111111111111111,0.5222222222222223,447.0,452.0,463.0,453.0,462.0,452.0,456.0,467.0,0.5472222222222222,0.5444444444444444,0.02819136545858949,3of4,5732.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5,452.0,458.0,469.0,456.0,467.0,455.0,459.0,470.0,0.5388888888888889,0.5444444444444444,0.028327886186626593,4of4,5732.0
0.6,0.5888888888888889,0.5555555555555556,0.5444444444444444,0.5,0.5444444444444444,0.5111111111111111,0.5222222222222223,442.0,447.0,457.0,448.0,458.0,451.0,449.0,459.0,0.5458333333333333,0.5444444444444444,0.033071891388307385,MeanFrac,5708.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5333333333333333,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,448.0,455.0,463.0,453.0,464.0,458.0,459.0,470.0,0.5416666666666666,0.5388888888888889,0.024689428936987758,RadialCV,5708.0
0.5777777777777777,0.6,0.5777777777777777,0.5555555555555556,0.5222222222222223,0.5222222222222223,0.5333333333333333,0.5333333333333333,385.0,394.0,402.0,395.0,404.0,402.0,401.0,407.0,0.5527777777777778,0.5444444444444445,0.027638539919628308,Texture,2060.0
0.5888888888888889,0.5888888888888889,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,451.0,461.0,473.0,467.0,479.0,468.0,469.0,483.0,0.5458333333333333,0.5444444444444444,0.02801977916921115,AngularSecondMoment,5516.0
0.6,0.6,0.5555555555555556,0.5555555555555556,0.5222222222222223,0.5333333333333333,0.5111111111111111,0.5111111111111111,447.0,452.0,470.0,457.0,471.0,462.0,466.0,474.0,0.548611111111111,0.5444444444444445,0.03376457161428672,00,4868.0
0.5777777777777777,0.6,0.5777777777777777,0.5555555555555556,0.5222222222222223,0.5222222222222223,0.5333333333333333,0.5333333333333333,385.0,394.0,402.0,395.0,404.0,402.0,401.0,407.0,0.5527777777777778,0.5444444444444445,0.027638539919628308,256,2060.0
0.5777777777777777,0.5888888888888889,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5222222222222223,0.5222222222222223,450.0,458.0,476.0,460.0,471.0,467.0,467.0,477.0,0.5444444444444444,0.5444444444444444,0.02545875386086577,01,4868.0
0.6,0.5666666666666667,0.5555555555555556,0.5333333333333333,0.5222222222222223,0.5444444444444444,0.5111111111111111,0.5444444444444444,445.0,457.0,472.0,456.0,471.0,464.0,466.0,474.0,0.5472222222222222,0.5444444444444444,0.025909386258580042,02,4868.0
0.6,0.5777777777777777,0.5444444444444444,0.5555555555555556,0.5333333333333333,0.5333333333333333,0.5222222222222223,0.5333333333333333,453.0,458.0,475.0,463.0,470.0,466.0,468.0,478.0,0.55,0.5388888888888889,0.02484519974999765,03,4868.0
0.5888888888888889,0.5777777777777777,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,460.0,466.0,481.0,466.0,481.0,472.0,475.0,487.0,0.5444444444444444,0.5444444444444444,0.026057865332352395,Contrast,5516.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5333333333333333,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5444444444444444,458.0,466.0,480.0,468.0,482.0,472.0,475.0,486.0,0.5430555555555555,0.5444444444444444,0.024493322345206122,DifferenceEntropy,5516.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5555555555555556,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,458.0,467.0,479.0,469.0,481.0,470.0,475.0,485.0,0.5430555555555555,0.5444444444444444,0.02572258219090575,DifferenceVariance,5516.0
0.5888888888888889,0.5777777777777777,0.0,0.5555555555555556,0.5222222222222223,0.5444444444444444,0.5111111111111111,0.5222222222222223,460.0,465.0,,469.0,479.0,472.0,474.0,486.0,0.47777777777777775,0.5333333333333333,0.18240505732646667,Entropy,4940.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5333333333333333,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,456.0,462.0,473.0,462.0,471.0,463.0,466.0,474.0,0.5416666666666666,0.5388888888888889,0.024689428936987758,InfoMeas1,5516.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5555555555555556,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,457.0,464.0,477.0,466.0,476.0,466.0,474.0,480.0,0.5444444444444444,0.5444444444444444,0.024845199749997684,InfoMeas2,5516.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,459.0,470.0,483.0,467.0,483.0,473.0,477.0,489.0,0.5416666666666666,0.5444444444444444,0.025306759942067505,InverseDifferenceMoment,5516.0
0.5888888888888889,0.5777777777777777,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5222222222222223,459.0,467.0,482.0,466.0,481.0,474.0,477.0,484.0,0.5430555555555555,0.5444444444444444,0.026895717681995952,SumAverage,5516.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,460.0,468.0,480.0,468.0,480.0,472.0,478.0,488.0,0.5430555555555555,0.5444444444444444,0.024493322345206122,SumEntropy,5516.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5111111111111111,0.5444444444444444,0.5111111111111111,0.5333333333333333,461.0,467.0,479.0,468.0,483.0,470.0,477.0,486.0,0.5430555555555555,0.5444444444444444,0.024493322345206122,SumVariance,5516.0
0.5888888888888889,0.5666666666666667,0.5444444444444444,0.5444444444444444,0.5222222222222223,0.5444444444444444,0.5111111111111111,0.5333333333333333,461.0,467.0,480.0,466.0,483.0,471.0,479.0,488.0,0.5444444444444444,0.5444444444444444,0.022906142364542567,Variance,4940.0
