BR00120270,BR00120271,BR00120272,BR00120273,BR00120274,BR00120275,BR00120276,BR00120277,70_featnum,71_featnum,72_featnum,73_featnum,74_featnum,75_featnum,76_featnum,77_featnum,Mean,Median,Standard deviation,Dropout,Remaining,n_columns
0.5888888888888889,0.5666666666666667,0.5777777777777777,0.5222222222222223,0.5555555555555556,0.5555555555555556,0.5222222222222223,0.5444444444444444,111.0,111.0,106.0,113.0,109.0,107.0,111.0,109.0,0.5541666666666667,0.5555555555555556,0.022523992694759506,(),"['AreaShape', 'Correlation', 'Granularity', 'Intensity', 'Neighbors', 'RadialDistribution', 'Texture']",795.0
0.5444444444444444,0.5444444444444444,0.5888888888888889,0.5111111111111111,0.5555555555555556,0.5444444444444444,0.5222222222222223,0.5333333333333333,104.0,103.0,99.0,104.0,104.0,103.0,105.0,103.0,0.5430555555555556,0.5444444444444444,0.02182810228541905,"('Granularity',)","['AreaShape', 'Correlation', 'Intensity', 'Neighbors', 'RadialDistribution', 'Texture']",747.0
0.5555555555555556,0.5333333333333333,0.5666666666666667,0.4888888888888889,0.5222222222222223,0.5222222222222223,0.5333333333333333,0.5,48.0,50.0,46.0,49.0,49.0,50.0,51.0,49.0,0.5277777777777778,0.5277777777777778,0.024216105241892633,"('Correlation',)","['AreaShape', 'Granularity', 'Intensity', 'Neighbors', 'RadialDistribution', 'Texture']",591.0
0.5666666666666667,0.5333333333333333,0.5444444444444444,0.5,0.5,0.4777777777777778,0.4666666666666667,0.4666666666666667,99.0,99.0,94.0,101.0,95.0,94.0,94.0,95.0,0.5069444444444444,0.5,0.03510895738823481,"('RadialDistribution',)","['AreaShape', 'Correlation', 'Granularity', 'Intensity', 'Neighbors', 'Texture']",759.0
0.5888888888888889,0.5666666666666667,0.5888888888888889,0.5222222222222223,0.5555555555555556,0.5555555555555556,0.5111111111111111,0.5444444444444444,111.0,111.0,106.0,113.0,109.0,107.0,111.0,109.0,0.5541666666666667,0.5555555555555556,0.026315687946522812,"('Neighbors',)","['AreaShape', 'Correlation', 'Granularity', 'Intensity', 'RadialDistribution', 'Texture']",795.0
0.5888888888888889,0.5666666666666667,0.5888888888888889,0.5222222222222223,0.5555555555555556,0.5555555555555556,0.5111111111111111,0.5444444444444444,111.0,111.0,106.0,113.0,109.0,107.0,111.0,109.0,0.5541666666666667,0.5555555555555556,0.026315687946522812,"('AreaShape',)","['Correlation', 'Granularity', 'Intensity', 'Neighbors', 'RadialDistribution', 'Texture']",795.0
0.5555555555555556,0.6,0.5888888888888889,0.5333333333333333,0.5555555555555556,0.5777777777777777,0.5111111111111111,0.5444444444444444,105.0,105.0,101.0,107.0,100.0,99.0,102.0,101.0,0.5583333333333333,0.5555555555555556,0.027638539919628335,"('Intensity',)","['AreaShape', 'Correlation', 'Granularity', 'Neighbors', 'RadialDistribution', 'Texture']",732.0
0.5555555555555556,0.5888888888888889,0.6,0.5333333333333333,0.5333333333333333,0.5444444444444444,0.5,0.5222222222222223,101.0,101.0,98.0,103.0,102.0,102.0,105.0,104.0,0.5472222222222222,0.5388888888888889,0.03130396574884623,"('Texture',)","['AreaShape', 'Correlation', 'Granularity', 'Intensity', 'Neighbors', 'RadialDistribution']",327.0
0.5444444444444444,0.5444444444444444,0.5444444444444444,0.4666666666666667,0.5333333333333333,0.5222222222222223,0.4888888888888889,0.5111111111111111,45.0,45.0,44.0,45.0,45.0,46.0,47.0,46.0,0.5194444444444444,0.5277777777777778,0.02707442873558044,"('Correlation', 'Texture')","['AreaShape', 'Granularity', 'Intensity', 'Neighbors', 'RadialDistribution']",159.0
0.5333333333333333,0.5333333333333333,0.5222222222222223,0.5222222222222223,0.5,0.4777777777777778,0.43333333333333335,0.5,92.0,93.0,89.0,95.0,86.0,84.0,85.0,87.0,0.5027777777777778,0.5111111111111111,0.03179311983960999,"('Intensity', 'RadialDistribution')","['AreaShape', 'Correlation', 'Granularity', 'Neighbors', 'Texture']",696.0
